acc,prec,rec,epc_at,f1,auc,datasetname,errtype,errperc,feattype,featname,modelname,modeltype
0.9231,0.9437,0.9437,,0.9437,0.7804,diabetes_data_upload.csv,Noisy,0,binary,Genital thrush,Gradient Boosting Classifier,Ensemble Tree
0.9327,0.9571,0.9437,,0.9504,0.5158,diabetes_data_upload.csv,Noisy,0,binary,Genital thrush,Random Forest Classifier,Ensemble Tree
0.8462,0.9104,0.8592,,0.8841,0.8124,diabetes_data_upload.csv,Noisy,0,binary,visual blurring,MLP Classifier,Neural Networks
0.9231,0.9437,0.9437,,0.9437,0.7804,diabetes_data_upload.csv,Noisy,0,binary,Itching,Gradient Boosting Classifier,Ensemble Tree
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Noisy,0,binary,Itching,Support Vector Machine,Linear
0.6827,0.6827,1.0,,0.8114,0.5,diabetes_data_upload.csv,Noisy,0,binary,delayed healing,Dummy Classifier,Heuristic based
0.8077,0.9048,0.8028,,0.8507,0.7093,diabetes_data_upload.csv,Missing,0,binary,sudden weight loss,Linear Discriminant Analysis,Linear
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,Missing,0,binary,partial paresis,Gaussian Process Classifier,Probabilistic
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,Missing,0,binary,Alopecia,Gaussian Process Classifier,Probabilistic
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,DuplicatedAll,0,target,class,Gaussian Process Classifier,Probabilistic
0.8077,0.9048,0.8028,,0.8507,0.7093,diabetes_data_upload.csv,Outlier,0,discrete,Age,Linear Discriminant Analysis,Linear
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,Noisy,0,binary,Polydipsia,Gaussian Process Classifier,Probabilistic
0.9327,0.9571,0.9437,,0.9504,0.4859,diabetes_data_upload.csv,Missing,0,binary,Polydipsia,Decision Tree Classifier,Single Tree
0.9327,0.9571,0.9437,,0.9504,0.4859,diabetes_data_upload.csv,Missing,0,binary,Genital thrush,Decision Tree Classifier,Single Tree
0.9327,0.9571,0.9437,,0.9504,0.4859,diabetes_data_upload.csv,Noisy,0,binary,Gender,Decision Tree Classifier,Single Tree
0.8173,0.9643,0.7606,,0.8504,0.4379,diabetes_data_upload.csv,Missing,0,binary,Polyuria,K-Neighborg Classifier,Neighborg based
0.8173,0.9643,0.7606,,0.8504,0.4379,diabetes_data_upload.csv,Missing,0,binary,visual blurring,K-Neighborg Classifier,Neighborg based
0.8173,0.9643,0.7606,,0.8504,0.4379,diabetes_data_upload.csv,Missing,0,binary,Alopecia,K-Neighborg Classifier,Neighborg based
0.8173,0.9643,0.7606,,0.8504,0.4379,diabetes_data_upload.csv,Labels,0,target,class,K-Neighborg Classifier,Neighborg based
0.8173,0.9643,0.7606,,0.8504,0.4379,diabetes_data_upload.csv,Noisy,0,binary,partial paresis,K-Neighborg Classifier,Neighborg based
0.8173,0.8824,0.8451,,0.8633,0.6455,diabetes_data_upload.csv,Noisy,0,binary,Alopecia,Gaussian Naive Bayes,Probabilistic
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,Noisy,0,binary,Alopecia,Logistic Regression,Linear
0.6827,0.6827,1.0,,0.8114,0.5,diabetes_data_upload.csv,Noisy,0,binary,Alopecia,Dummy Classifier,Heuristic based
0.9519,0.9583,0.9718,,0.965,0.4738,diabetes_data_upload.csv,Noisy,0,binary,Obesity,Extra Tree Classifier,Single Tree
0.8668,0.9048,0.6951,,0.7862,0.5958,Employee.csv,NULL,0,,NULL,Gradient Boosting Classifier,Ensemble Tree
0.8067,0.8136,0.5854,,0.6809,0.4897,Employee.csv,NULL,0,,NULL,Ada Boost Classifier,Ensemble Tree
0.7379,0.6892,0.4665,,0.5564,0.3371,Employee.csv,NULL,0,,NULL,Linear Discriminant Analysis,Linear
0.3523,0.352,0.997,,0.5203,0.6752,Employee.csv,NULL,0,,NULL,MLP Classifier,Neural Networks
0.8303,0.808,0.6799,,0.7384,0.5602,Employee.csv,Missing,0,discrete,JoiningYear,Decision Tree Classifier,Single Tree
0.6477,0.0,0.0,,0.0,0.0,Employee.csv,Missing,0,discrete,JoiningYear,SGD Classifier,Linear
0.8346,0.8595,0.6341,,0.7298,0.4873,Employee.csv,Missing,0,discrete,Age,Support Vector Machine,Linear
0.3523,0.352,0.997,,0.5203,0.6752,Employee.csv,Missing,0,discrete,Age,MLP Classifier,Neural Networks
0.7293,0.6218,0.5915,,0.6062,0.595,Employee.csv,Missing,0,discrete,Age,Quadratic Discriminant Analysis,Probabilistic
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,Missing,0,discrete,ExperienceInCurrentDomain,K-Neighborg Classifier,Neighborg based
0.3523,0.352,0.997,,0.5203,0.6752,Employee.csv,Missing,0,categorical Integer,PaymentTier,MLP Classifier,Neural Networks
0.8314,0.8155,0.6738,,0.7379,0.4779,Employee.csv,Missing,0,categorical String,Education,Extra Tree Classifier,Single Tree
0.841,0.8358,0.6829,,0.7517,0.5374,Employee.csv,Missing,0,categorical String,Education,Random Forest Classifier,Ensemble Tree
0.8067,0.8136,0.5854,,0.6809,0.4897,Employee.csv,Missing,0,categorical String,Education,Ada Boost Classifier,Ensemble Tree
0.6477,0.0,0.0,,0.0,0.0,Employee.csv,Missing,0,categorical String,City,SGD Classifier,Linear
0.8346,0.8595,0.6341,,0.7298,0.4873,Employee.csv,Missing,0,categorical String,Gender,Support Vector Machine,Linear
0.8067,0.8136,0.5854,,0.6809,0.4897,Employee.csv,Missing,0,categorical String,Gender,Ada Boost Classifier,Ensemble Tree
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,Missing,0,categorical String,Gender,K-Neighborg Classifier,Neighborg based
0.841,0.8358,0.6829,,0.7517,0.5374,Employee.csv,DuplicatedAll,0,target,LeaveOrNot,Random Forest Classifier,Ensemble Tree
0.8303,0.808,0.6799,,0.7384,0.5602,Employee.csv,DuplicatedAll,0,target,LeaveOrNot,Decision Tree Classifier,Single Tree
0.8346,0.8595,0.6341,,0.7298,0.4873,Employee.csv,DuplicatedAll,0,target,LeaveOrNot,Support Vector Machine,Linear
0.6477,0.0,0.0,,0.0,0.0,Employee.csv,DuplicatedAll,0,target,LeaveOrNot,SGD Classifier,Linear
0.7379,0.6892,0.4665,,0.5564,0.3371,Employee.csv,Labels,0,target,LeaveOrNot,Linear Discriminant Analysis,Linear
0.6477,0.0,0.0,,0.0,0.5,Employee.csv,Labels,0,target,LeaveOrNot,Dummy Classifier,Heuristic based
0.7336,0.6961,0.4329,,0.5338,0.0,Employee.csv,Outlier,0,discrete,JoiningYear,Ridge Classifier,Linear
0.8303,0.808,0.6799,,0.7384,0.5602,Employee.csv,Outlier,0,discrete,Age,Decision Tree Classifier,Single Tree
0.6477,0.0,0.0,,0.0,0.0,Employee.csv,Outlier,0,discrete,Age,SGD Classifier,Linear
0.8303,0.808,0.6799,,0.7384,0.5602,Employee.csv,Outlier,0,discrete,ExperienceInCurrentDomain,Decision Tree Classifier,Single Tree
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,Outlier,0,discrete,ExperienceInCurrentDomain,K-Neighborg Classifier,Neighborg based
0.6477,0.0,0.0,,0.0,0.0,Employee.csv,Outlier,0,discrete,ExperienceInCurrentDomain,SGD Classifier,Linear
0.8647,0.9008,0.6921,,0.7828,0.6408,Employee.csv,Outlier,0,categorical String,Education,Cat Boost Classifier,Ensemble Tree
0.7304,0.6149,0.628,,0.6214,0.4856,Employee.csv,Outlier,0,categorical String,Education,Gaussian Naive Bayes,Probabilistic
0.8346,0.8595,0.6341,,0.7298,0.4873,Employee.csv,Outlier,0,categorical String,City,Support Vector Machine,Linear
0.841,0.8358,0.6829,,0.7517,0.5374,Employee.csv,Outlier,0,categorical String,City,Random Forest Classifier,Ensemble Tree
0.8303,0.808,0.6799,,0.7384,0.5602,Employee.csv,Outlier,0,categorical String,City,Decision Tree Classifier,Single Tree
0.3523,0.352,0.997,,0.5203,0.6752,Employee.csv,Outlier,0,categorical String,City,MLP Classifier,Neural Networks
0.7379,0.6892,0.4665,,0.5564,0.3371,Employee.csv,Outlier,0,categorical String,Gender,Linear Discriminant Analysis,Linear
0.7336,0.6961,0.4329,,0.5338,0.0,Employee.csv,Outlier,0,categorical String,Gender,Ridge Classifier,Linear
0.8314,0.8155,0.6738,,0.7379,0.4779,Employee.csv,Outlier,0,categorical Integer,PaymentTier,Extra Tree Classifier,Single Tree
0.8346,0.8595,0.6341,,0.7298,0.4873,Employee.csv,Outlier,0,categorical Integer,PaymentTier,Support Vector Machine,Linear
0.7336,0.6961,0.4329,,0.5338,0.0,Employee.csv,Outlier,0,categorical Integer,PaymentTier,Ridge Classifier,Linear
0.7304,0.6149,0.628,,0.6214,0.4856,Employee.csv,Outlier,0,categorical Integer,PaymentTier,Gaussian Naive Bayes,Probabilistic
0.7293,0.6218,0.5915,,0.6062,0.595,Employee.csv,Outlier,0,categorical Integer,PaymentTier,Quadratic Discriminant Analysis,Probabilistic
0.8668,0.9048,0.6951,,0.7862,0.5958,Employee.csv,Noisy,0,discrete,Age,Gradient Boosting Classifier,Ensemble Tree
0.8314,0.8155,0.6738,,0.7379,0.4779,Employee.csv,Noisy,0,discrete,ExperienceInCurrentDomain,Extra Tree Classifier,Single Tree
0.8647,0.9008,0.6921,,0.7828,0.6408,Employee.csv,Noisy,0,categorical String,Education,Cat Boost Classifier,Ensemble Tree
0.8314,0.8155,0.6738,,0.7379,0.4779,Employee.csv,Noisy,0,categorical String,Education,Extra Tree Classifier,Single Tree
0.8303,0.808,0.6799,,0.7384,0.5602,Employee.csv,Noisy,0,categorical String,Education,Decision Tree Classifier,Single Tree
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,Noisy,0,categorical String,Education,K-Neighborg Classifier,Neighborg based
0.7293,0.6218,0.5915,,0.6062,0.595,Employee.csv,Noisy,0,categorical String,Education,Quadratic Discriminant Analysis,Probabilistic
0.7379,0.6892,0.4665,,0.5564,0.3371,Employee.csv,Noisy,0,categorical String,City,Linear Discriminant Analysis,Linear
0.8314,0.8155,0.6738,,0.7379,0.4779,Employee.csv,Noisy,0,categorical String,Gender,Extra Tree Classifier,Single Tree
0.7336,0.6961,0.4329,,0.5338,0.0,Employee.csv,Noisy,0,categorical String,Gender,Ridge Classifier,Linear
0.3523,0.352,0.997,,0.5203,0.6752,Employee.csv,Noisy,0,categorical String,Gender,MLP Classifier,Neural Networks
0.8647,0.9008,0.6921,,0.7828,0.6408,Employee.csv,Noisy,0,categorical Integer,PaymentTier,Cat Boost Classifier,Ensemble Tree
0.7293,0.6218,0.5915,,0.6062,0.595,Employee.csv,Noisy,0,categorical Integer,PaymentTier,Quadratic Discriminant Analysis,Probabilistic
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,NULL,0,,NULL,Dummy Classifier,Heuristic based
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,NULL,0,,NULL,MLP Classifier,Neural Networks
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Missing,0,continue,BMI,Random Forest Classifier,Ensemble Tree
0.8105,0.7384,0.6791,,0.7075,0.2843,Healthcare-Diabetes.csv,Missing,0,continue,BMI,Ada Boost Classifier,Ensemble Tree
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Missing,0,continue,BMI,Linear Discriminant Analysis,Linear
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Missing,0,continue,BMI,Gaussian Naive Bayes,Probabilistic
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Missing,0,continue,BMI,Support Vector Machine,Linear
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Missing,0,discrete,Pregnancies,Linear Discriminant Analysis,Linear
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Missing,0,discrete,Pregnancies,Ridge Classifier,Linear
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Missing,0,discrete,Pregnancies,Gaussian Naive Bayes,Probabilistic
0.8773,0.865,0.754,,0.8057,0.2774,Healthcare-Diabetes.csv,Missing,0,discrete,Glucose,Gradient Boosting Classifier,Ensemble Tree
0.8105,0.7384,0.6791,,0.7075,0.2843,Healthcare-Diabetes.csv,Missing,0,discrete,Glucose,Ada Boost Classifier,Ensemble Tree
0.8077,0.9048,0.8028,,0.8507,0.7093,diabetes_data_upload.csv,Noisy,0,binary,Alopecia,Linear Discriminant Analysis,Linear
0.7336,0.6905,0.4421,,0.539,0.3502,Employee.csv,Missing,0,discrete,ExperienceInCurrentDomain,Logistic Regression,Linear
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Missing,0,categorical Integer,PaymentTier,Gaussian Process Classifier,Probabilistic
0.7336,0.6905,0.4421,,0.539,0.3502,Employee.csv,Missing,0,categorical Integer,PaymentTier,Logistic Regression,Linear
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Outlier,0,categorical String,City,Gaussian Process Classifier,Probabilistic
0.7336,0.6905,0.4421,,0.539,0.3502,Employee.csv,Outlier,0,categorical String,City,Logistic Regression,Linear
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Missing,0,discrete,BloodPressure,Support Vector Machine,Linear
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Missing,0,discrete,SkinThickness,Ridge Classifier,Linear
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Missing,0,discrete,SkinThickness,Linear Discriminant Analysis,Linear
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Missing,0,discrete,SkinThickness,MLP Classifier,Neural Networks
0.8105,0.7384,0.6791,,0.7075,0.2843,Healthcare-Diabetes.csv,Missing,0,discrete,Insulin,Ada Boost Classifier,Ensemble Tree
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Missing,0,discrete,Insulin,K-Neighborg Classifier,Neighborg based
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Missing,0,discrete,Age,Ridge Classifier,Linear
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Missing,0,discrete,Age,Gaussian Naive Bayes,Probabilistic
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Missing,0,discrete,Age,MLP Classifier,Neural Networks
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Missing,0,discrete,Age,Support Vector Machine,Linear
0.8773,0.865,0.754,,0.8057,0.2774,Healthcare-Diabetes.csv,DuplicatedAll,0,target,Outcome,Gradient Boosting Classifier,Ensemble Tree
0.7906,0.763,0.5508,,0.6398,0.2926,Healthcare-Diabetes.csv,DuplicatedAll,0,target,Outcome,Logistic Regression,Linear
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,DuplicatedAll,0,target,Outcome,Gaussian Process Classifier,Probabilistic
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Labels,0,target,Outcome,Cat Boost Classifier,Ensemble Tree
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Labels,0,target,Outcome,Linear Discriminant Analysis,Linear
0.8105,0.7384,0.6791,,0.7075,0.2843,Healthcare-Diabetes.csv,Labels,0,target,Outcome,Ada Boost Classifier,Ensemble Tree
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Labels,0,target,Outcome,Gaussian Naive Bayes,Probabilistic
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Labels,0,target,Outcome,K-Neighborg Classifier,Neighborg based
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Labels,0,target,Outcome,Gaussian Process Classifier,Probabilistic
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Outlier,0,continue,BMI,Cat Boost Classifier,Ensemble Tree
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Outlier,0,continue,BMI,Gaussian Process Classifier,Probabilistic
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Outlier,0,continue,DiabetesPedigreeFunction,Cat Boost Classifier,Ensemble Tree
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Outlier,0,continue,DiabetesPedigreeFunction,Support Vector Machine,Linear
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Outlier,0,continue,DiabetesPedigreeFunction,MLP Classifier,Neural Networks
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Outlier,0,continue,DiabetesPedigreeFunction,Gaussian Process Classifier,Probabilistic
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,Pregnancies,Gaussian Process Classifier,Probabilistic
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Outlier,0,discrete,Glucose,Random Forest Classifier,Ensemble Tree
0.8773,0.865,0.754,,0.8057,0.2774,Healthcare-Diabetes.csv,Outlier,0,discrete,Glucose,Gradient Boosting Classifier,Ensemble Tree
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,Glucose,Dummy Classifier,Heuristic based
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Outlier,0,discrete,BloodPressure,Ridge Classifier,Linear
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,BloodPressure,Gaussian Process Classifier,Probabilistic
0.7906,0.763,0.5508,,0.6398,0.2926,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,Logistic Regression,Linear
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,MLP Classifier,Neural Networks
0.6661,0.5278,0.1016,,0.1704,0.0,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,SGD Classifier,Linear
0.7906,0.763,0.5508,,0.6398,0.2926,Healthcare-Diabetes.csv,Outlier,0,discrete,Insulin,Logistic Regression,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,Insulin,Dummy Classifier,Heuristic based
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Outlier,0,discrete,Age,Random Forest Classifier,Ensemble Tree
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Outlier,0,discrete,Age,MLP Classifier,Neural Networks
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Noisy,0,discrete,Pregnancies,Dummy Classifier,Heuristic based
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Noisy,0,discrete,Glucose,Ridge Classifier,Linear
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Noisy,0,discrete,BloodPressure,Ridge Classifier,Linear
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Noisy,0,discrete,BloodPressure,Support Vector Machine,Linear
0.9639,0.9514,0.9412,,0.9462,0.3039,Healthcare-Diabetes.csv,Noisy,0,discrete,SkinThickness,Extra Tree Classifier,Single Tree
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Noisy,0,discrete,SkinThickness,Gaussian Naive Bayes,Probabilistic
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Noisy,0,discrete,SkinThickness,MLP Classifier,Neural Networks
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Noisy,0,discrete,Insulin,Gaussian Process Classifier,Probabilistic
0.6661,0.5278,0.1016,,0.1704,0.0,Healthcare-Diabetes.csv,Noisy,0,discrete,Age,SGD Classifier,Linear
0.8105,0.7384,0.6791,,0.7075,0.2843,Healthcare-Diabetes.csv,Noisy,0,continue,BMI,Ada Boost Classifier,Ensemble Tree
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Noisy,0,continue,BMI,MLP Classifier,Neural Networks
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Noisy,0,continue,BMI,Dummy Classifier,Heuristic based
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Noisy,0,continue,DiabetesPedigreeFunction,K-Neighborg Classifier,Neighborg based
0.6661,0.5278,0.1016,,0.1704,0.0,Healthcare-Diabetes.csv,Noisy,0,continue,DiabetesPedigreeFunction,SGD Classifier,Linear
0.99,0.9906,0.9783,,0.9844,0.4948,heart_failure_clinical_records.csv,NULL,0,,NULL,Extra Tree Classifier,Single Tree
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,NULL,0,,NULL,Gaussian Process Classifier,Probabilistic
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,NULL,0,,NULL,Ada Boost Classifier,Ensemble Tree
0.815,0.8513,0.5155,,0.6422,0.2357,heart_failure_clinical_records.csv,NULL,0,,NULL,Gaussian Naive Bayes,Probabilistic
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,NULL,0,,NULL,SGD Classifier,Linear
0.685,0.64,0.0497,,0.0922,0.4914,heart_failure_clinical_records.csv,NULL,0,,NULL,MLP Classifier,Neural Networks
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,Missing,0,discrete,ejection_fraction,Support Vector Machine,Linear
0.685,0.64,0.0497,,0.0922,0.4914,heart_failure_clinical_records.csv,Missing,0,discrete,ejection_fraction,MLP Classifier,Neural Networks
0.995,0.9969,0.9876,,0.9922,0.3651,heart_failure_clinical_records.csv,Missing,0,continue,platelets,Cat Boost Classifier,Ensemble Tree
0.992,0.9968,0.9783,,0.9875,0.5022,heart_failure_clinical_records.csv,Missing,0,continue,platelets,Decision Tree Classifier,Single Tree
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,Missing,0,continue,platelets,Support Vector Machine,Linear
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,Missing,0,continue,serum_creatinine,Ada Boost Classifier,Ensemble Tree
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Missing,0,discrete,serum_sodium,SGD Classifier,Linear
0.992,0.9968,0.9783,,0.9875,0.5022,heart_failure_clinical_records.csv,Missing,0,discrete,age,Decision Tree Classifier,Single Tree
0.938,0.8916,0.9193,,0.9052,0.513,heart_failure_clinical_records.csv,Missing,0,discrete,age,K-Neighborg Classifier,Neighborg based
0.829,0.7612,0.6832,,0.7201,0.2963,heart_failure_clinical_records.csv,Missing,0,discrete,age,Linear Discriminant Analysis,Linear
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Missing,0,discrete,age,Logistic Regression,Linear
0.992,0.9968,0.9783,,0.9875,0.5022,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Decision Tree Classifier,Single Tree
0.817,0.8117,0.5621,,0.6642,0.2368,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Quadratic Discriminant Analysis,Probabilistic
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,SGD Classifier,Linear
0.99,0.9906,0.9783,,0.9844,0.4948,heart_failure_clinical_records.csv,Missing,0,discrete,time,Extra Tree Classifier,Single Tree
0.995,0.9969,0.9876,,0.9922,0.4827,heart_failure_clinical_records.csv,Missing,0,discrete,time,Random Forest Classifier,Ensemble Tree
0.787,0.7447,0.5615,,0.6402,0.3824,Healthcare-Diabetes.csv,Missing,0,discrete,Glucose,Quadratic Discriminant Analysis,Probabilistic
0.787,0.7447,0.5615,,0.6402,0.3824,Healthcare-Diabetes.csv,Labels,0,target,Outcome,Quadratic Discriminant Analysis,Probabilistic
0.787,0.7447,0.5615,,0.6402,0.3824,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,Quadratic Discriminant Analysis,Probabilistic
